lat,lon,vader_compound,
45.434057,12.339481,-19,
45.434057,12.339481,-19,
45.433394,12.340757,-19,
45.433816,12.338499,-19,
45.43336,12.339824,-19,
45.433733,12.338086,-19,
45.438167,12.335822,-19,
45.435389,12.343193,-19,
45.440891,12.321552,-19,
45.433936,12.338247,-19,
45.433375,12.340049,-19,
45.43423,12.338719,-19,
45.433876,12.338697,-19,
45.43423,12.338719,-19,
45.433876,12.338697,-19,
45.433281,12.340253,-19,
45.433183,12.340175,-19,
45.433369,12.340155,-19,
45.447603,12.332797,-19,
45.43359,12.337936,-19,
45.432905,12.338075,-19,
45.432905,12.338075,-19,
45.432905,12.338075,-19,
45.432905,12.338075,-19,
45.432905,12.338075,-19,
45.432905,12.338075,-19,
45.432905,12.338075,-19,
45.432905,12.338075,-19,
45.433356,12.340285,-19,
45.433221,12.335543,-19,
45.43368,12.339663,-19,
45.432957,12.338247,-19,
45.434358,12.338333,-19,
45.433605,12.339491,-19,
45.433563,12.339619,-19,
45.433638,12.340855,-19,
45.433505,12.340158,-19,
45.433422,12.340227,-19,
45.433619,12.340908,-19,
45.434638,12.343247,-19,
45.433427,12.339952,-19,
45.434636,12.343055,-19,
45.434586,12.343016,-19,
45.43468,12.343202,-19,
45.43468,12.343202,-19,
45.434586,12.34313,-19,
45.434586,12.34313,-19,
45.431794,12.340383,-19,
45.433684,12.338021,-19,
45.433345,12.339824,-19,
45.433816,12.337883,-19,
45.438604,12.342968,-19,
45.434878,12.346594,-19,
45.433779,12.339427,-19,
45.433643,12.33962,-19,
45.433364,12.338011,-19,
45.434315,12.337987,-19,
45.43639,12.344266,-19,
45.43639,12.344266,-19,
45.436714,12.336895,-19,
45.441382,12.322626,-19,
45.440486,12.321016,-19,
45.433823,12.344319,-19,
45.437414,12.328827,-19,
45.434147,12.338676,-19,
45.437731,12.33609,-19,
45.441254,12.322046,-19,
45.43639,12.344266,-19,
45.43639,12.344266,-19,
45.43639,12.344266,-19,
45.433823,12.344319,-19,
45.43639,12.344266,-19,
45.433966,12.338376,-19,
45.433966,12.338376,-19,
45.433966,12.338376,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433584,12.340265,-19,
45.433782,12.341412,-19,
45.434405,12.335647,-19,
45.434405,12.335647,-19,
45.440419,12.33653,-19,
45.43733,12.329794,-19,
45.434405,12.335647,-19,
45.434405,12.335647,-19,
45.434405,12.335647,-19,
45.432713,12.332333,-19,
45.434661,12.337752,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.434222,12.338762,-19,
45.433782,12.341412,-19,
45.435261,12.338526,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433537,12.338075,-19,
45.433676,12.339738,-19,
45.434267,12.338376,-19,
45.434267,12.338376,-19,
45.434267,12.338376,-19,
45.434267,12.338376,-19,
45.438602,12.347753,-19,
45.434267,12.338376,-19,
45.434267,12.338376,-19,
45.434267,12.338376,-19,
45.434267,12.338376,-19,
45.434267,12.338376,-19,
45.434267,12.338376,-19,
45.429773,12.342603,-19,
45.434418,12.338708,-19,
45.434237,12.338054,-19,
45.433874,12.337975,-19,
45.43418,12.337808,-19,
45.434072,12.338247,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.433304,12.339953,-19,
45.434927,12.339652,-19,
45.434025,12.338116,-19,
45.433833,12.338061,-19,
45.433894,12.339952,-19,
45.433575,12.338261,-19,
45.43423,12.338361,-19,
45.433566,12.338291,-19,
45.433797,12.338091,-19,
45.433966,12.337969,-19,
45.433874,12.338441,-19,
45.434511,12.338391,-19,
45.433855,12.33805,-19,
45.43353,12.339494,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.438122,12.335795,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.434478,12.338998,-19,
45.434245,12.339127,-19,
45.433993,12.339438,-19,
45.433801,12.339502,-19,
45.433846,12.339738,-19,
45.433846,12.339738,-19,
45.433646,12.339856,-19,
45.433646,12.339856,-19,
45.433447,12.340049,-19,
45.433259,12.339931,-19,
45.433259,12.339931,-19,
45.433259,12.339931,-19,
45.433356,12.33962,-19,
45.433356,12.33962,-19,
45.433356,12.33962,-19,
45.438167,12.326917,-19,
45.434684,12.343095,-19,
45.433782,12.341412,-19,
45.434684,12.343095,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.434684,12.343095,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.433306,12.340134,-19,
45.433306,12.340134,-19,
45.433306,12.340134,-19,
45.434684,12.343095,-19,
45.434684,12.343095,-19,
45.433782,12.341412,-19,
45.434684,12.343095,-19,
45.433782,12.341412,-19,
45.434684,12.343095,-19,
45.433782,12.341412,-19,
45.433306,12.340134,-19,
45.433306,12.340134,-19,
45.433782,12.341412,-19,
45.433782,12.341412,-19,
45.434684,12.343095,-19,
45.434684,12.343095,-19,
45.434684,12.343095,-19,
45.434684,12.343095,-19,
45.434684,12.343095,-19,
